2018-11-28 22:28:36,526 @@@@smoothness_penalty_weight:0.0001
2018-11-28 22:28:36,527 @@@@smoothness_penalty_bias:-1.0
2018-11-28 22:28:36,527 @@@@ABCVar_penalty_weight:0.0
2018-11-28 22:28:36,527 @@@@prefix:output/-1-1-0.yaml/2007_trainval_2012_trainval/first
2018-11-28 22:30:19,031 Epoch[0] Batch [100]	Speed: 4.37 samples/sec	Train-SmoothnessLoss=999.999838,	ABCVarPenalty=0.000000,	APenalty=0.000096,	BPenalty=0.000151,	CPenalty=0.000003,	RCNNAcc=0.706103,	
2018-11-28 23:28:56,800 Epoch[0] Batch [4000]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=208.374656,	ABCVarPenalty=0.561424,	APenalty=269.923606,	BPenalty=337.906931,	CPenalty=2012.951004,	RCNNAcc=0.824707,	
2018-11-28 23:30:26,816 Epoch[0] Batch [4100]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=205.280275,	ABCVarPenalty=0.564216,	APenalty=268.434784,	BPenalty=335.213362,	CPenalty=2025.129906,	RCNNAcc=0.824419,	
2018-11-28 23:31:57,285 Epoch[0] Batch [4200]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=201.992119,	ABCVarPenalty=0.562252,	APenalty=267.440743,	BPenalty=334.836758,	CPenalty=2027.527728,	RCNNAcc=0.824590,	
2018-11-28 23:33:27,130 Epoch[0] Batch [4300]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=199.625533,	ABCVarPenalty=0.566240,	APenalty=267.813206,	BPenalty=335.405733,	CPenalty=2041.789038,	RCNNAcc=0.824654,	
2018-11-28 23:34:57,585 Epoch[0] Batch [4400]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=196.936242,	ABCVarPenalty=0.567426,	APenalty=268.382586,	BPenalty=337.261012,	CPenalty=2050.509872,	RCNNAcc=0.825006,	
2018-11-28 23:36:27,886 Epoch[0] Batch [4500]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=194.268486,	ABCVarPenalty=0.570123,	APenalty=267.624453,	BPenalty=338.399926,	CPenalty=2059.743766,	RCNNAcc=0.825217,	
2018-11-28 23:37:58,451 Epoch[0] Batch [4600]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=192.673112,	ABCVarPenalty=0.575538,	APenalty=267.767540,	BPenalty=338.055349,	CPenalty=2075.880111,	RCNNAcc=0.825510,	
2018-11-28 23:39:28,364 Epoch[0] Batch [4700]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=190.144046,	ABCVarPenalty=0.575643,	APenalty=267.540702,	BPenalty=337.893313,	CPenalty=2082.055296,	RCNNAcc=0.825768,	
2018-11-28 23:40:58,526 Epoch[0] Batch [4800]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=187.770218,	ABCVarPenalty=0.577236,	APenalty=267.461720,	BPenalty=340.093256,	CPenalty=2088.817463,	RCNNAcc=0.825962,	
2018-11-28 23:42:28,707 Epoch[0] Batch [4900]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=186.542300,	ABCVarPenalty=0.582457,	APenalty=266.608852,	BPenalty=342.928702,	CPenalty=2097.776753,	RCNNAcc=0.825837,	
2018-11-28 23:43:58,514 Epoch[0] Batch [5000]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=185.568267,	ABCVarPenalty=0.587012,	APenalty=267.282004,	BPenalty=344.252068,	CPenalty=2110.088850,	RCNNAcc=0.826088,	
2018-11-28 23:45:28,382 Epoch[0] Batch [5100]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=184.193474,	ABCVarPenalty=0.588775,	APenalty=267.505267,	BPenalty=343.777471,	CPenalty=2117.544720,	RCNNAcc=0.826502,	
2018-11-28 23:46:58,788 Epoch[0] Batch [5200]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=182.431302,	ABCVarPenalty=0.586202,	APenalty=268.008780,	BPenalty=343.601293,	CPenalty=2117.461870,	RCNNAcc=0.826744,	
2018-11-28 23:48:29,296 Epoch[0] Batch [5300]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=181.154241,	ABCVarPenalty=0.586936,	APenalty=269.866877,	BPenalty=343.651765,	CPenalty=2126.105540,	RCNNAcc=0.826830,	
2018-11-28 23:49:59,589 Epoch[0] Batch [5400]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=179.073986,	ABCVarPenalty=0.585617,	APenalty=271.521167,	BPenalty=344.075355,	CPenalty=2130.989049,	RCNNAcc=0.826755,	
2018-11-28 23:51:29,484 Epoch[0] Batch [5500]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=177.501290,	ABCVarPenalty=0.582031,	APenalty=274.973733,	BPenalty=343.773664,	CPenalty=2133.498627,	RCNNAcc=0.826970,	
2018-11-28 23:52:59,559 Epoch[0] Batch [5600]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=177.978436,	ABCVarPenalty=0.590447,	APenalty=275.496740,	BPenalty=343.525313,	CPenalty=2152.522393,	RCNNAcc=0.827143,	
2018-11-28 23:54:30,099 Epoch[0] Batch [5700]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=177.121966,	ABCVarPenalty=0.595381,	APenalty=276.128658,	BPenalty=343.061802,	CPenalty=2167.055248,	RCNNAcc=0.827516,	
2018-11-28 23:56:00,289 Epoch[0] Batch [5800]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=175.072563,	ABCVarPenalty=0.593511,	APenalty=276.719092,	BPenalty=341.544326,	CPenalty=2170.342965,	RCNNAcc=0.827757,	
2018-11-28 23:57:30,416 Epoch[0] Batch [5900]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=173.116262,	ABCVarPenalty=0.590330,	APenalty=277.598120,	BPenalty=340.416027,	CPenalty=2170.734563,	RCNNAcc=0.828104,	
2018-11-28 23:59:00,592 Epoch[0] Batch [6000]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=172.954807,	ABCVarPenalty=0.591456,	APenalty=278.902450,	BPenalty=339.555078,	CPenalty=2178.531979,	RCNNAcc=0.828207,	
2018-11-29 00:00:30,874 Epoch[0] Batch [6100]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=172.598723,	ABCVarPenalty=0.594226,	APenalty=279.762954,	BPenalty=338.952458,	CPenalty=2188.754890,	RCNNAcc=0.828459,	
2018-11-29 00:02:00,705 Epoch[0] Batch [6200]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=170.750129,	ABCVarPenalty=0.592714,	APenalty=280.299058,	BPenalty=338.762778,	CPenalty=2190.922459,	RCNNAcc=0.828728,	
2018-11-29 00:03:30,860 Epoch[0] Batch [6300]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=169.100923,	ABCVarPenalty=0.587106,	APenalty=281.389082,	BPenalty=339.314670,	CPenalty=2183.148795,	RCNNAcc=0.829185,	
2018-11-29 00:05:00,402 Epoch[0] Batch [6400]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=167.061192,	ABCVarPenalty=0.583597,	APenalty=282.649706,	BPenalty=339.838717,	CPenalty=2181.630375,	RCNNAcc=0.829339,	
2018-11-29 00:06:30,650 Epoch[0] Batch [6500]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=165.347308,	ABCVarPenalty=0.582664,	APenalty=284.158618,	BPenalty=342.046071,	CPenalty=2184.085430,	RCNNAcc=0.829734,	
2018-11-29 00:08:00,923 Epoch[0] Batch [6600]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=163.606543,	ABCVarPenalty=0.580054,	APenalty=286.222502,	BPenalty=343.442915,	CPenalty=2184.550148,	RCNNAcc=0.829903,	
2018-11-29 00:09:30,656 Epoch[0] Batch [6700]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=162.477246,	ABCVarPenalty=0.579250,	APenalty=288.260944,	BPenalty=343.728363,	CPenalty=2189.742804,	RCNNAcc=0.830203,	
2018-11-29 00:11:00,965 Epoch[0] Batch [6800]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=161.148881,	ABCVarPenalty=0.575057,	APenalty=290.649982,	BPenalty=344.192375,	CPenalty=2187.329738,	RCNNAcc=0.830415,	
2018-11-29 00:12:31,352 Epoch[0] Batch [6900]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=159.957223,	ABCVarPenalty=0.571471,	APenalty=292.638453,	BPenalty=344.728682,	CPenalty=2185.447713,	RCNNAcc=0.830547,	
2018-11-29 00:14:00,899 Epoch[0] Batch [7000]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=159.956297,	ABCVarPenalty=0.571067,	APenalty=295.450344,	BPenalty=346.235886,	CPenalty=2190.668863,	RCNNAcc=0.830610,	
2018-11-29 00:15:31,147 Epoch[0] Batch [7100]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=159.084011,	ABCVarPenalty=0.569855,	APenalty=297.272295,	BPenalty=346.986100,	CPenalty=2193.522983,	RCNNAcc=0.830791,	
2018-11-29 00:17:01,191 Epoch[0] Batch [7200]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=160.104444,	ABCVarPenalty=0.573156,	APenalty=299.226029,	BPenalty=347.886804,	CPenalty=2204.374835,	RCNNAcc=0.831078,	
2018-11-29 00:18:31,287 Epoch[0] Batch [7300]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=158.960978,	ABCVarPenalty=0.569968,	APenalty=300.832076,	BPenalty=350.251001,	CPenalty=2200.469450,	RCNNAcc=0.831218,	
2018-11-29 00:20:01,345 Epoch[0] Batch [7400]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=157.695593,	ABCVarPenalty=0.564993,	APenalty=302.910262,	BPenalty=350.933727,	CPenalty=2194.214768,	RCNNAcc=0.831388,	
2018-11-29 00:21:31,125 Epoch[0] Batch [7500]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=156.532040,	ABCVarPenalty=0.559711,	APenalty=308.301204,	BPenalty=352.235462,	CPenalty=2190.999390,	RCNNAcc=0.831293,	
2018-11-29 00:23:01,284 Epoch[0] Batch [7600]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=155.352813,	ABCVarPenalty=0.554918,	APenalty=313.861217,	BPenalty=353.690818,	CPenalty=2189.679455,	RCNNAcc=0.831473,	
2018-11-29 00:24:30,948 Epoch[0] Batch [7700]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=154.648040,	ABCVarPenalty=0.552908,	APenalty=316.574474,	BPenalty=354.401492,	CPenalty=2191.535567,	RCNNAcc=0.831367,	
2018-11-29 00:26:00,290 Epoch[0] Batch [7800]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=153.809955,	ABCVarPenalty=0.548720,	APenalty=319.118456,	BPenalty=354.579818,	CPenalty=2187.509703,	RCNNAcc=0.831627,	
2018-11-29 00:27:30,485 Epoch[0] Batch [7900]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=153.235472,	ABCVarPenalty=0.545673,	APenalty=322.257041,	BPenalty=354.840235,	CPenalty=2187.843271,	RCNNAcc=0.831873,	
2018-11-29 00:29:00,377 Epoch[0] Batch [8000]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=152.423423,	ABCVarPenalty=0.541016,	APenalty=327.467123,	BPenalty=355.213694,	CPenalty=2186.350640,	RCNNAcc=0.832141,	
2018-11-29 00:30:30,607 Epoch[0] Batch [8100]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=151.533075,	ABCVarPenalty=0.536923,	APenalty=330.411648,	BPenalty=355.900545,	CPenalty=2183.194424,	RCNNAcc=0.832157,	
2018-11-29 00:32:00,449 Epoch[0] Batch [8200]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=151.714304,	ABCVarPenalty=0.534346,	APenalty=334.296912,	BPenalty=356.491869,	CPenalty=2185.949115,	RCNNAcc=0.832257,	
2018-11-29 00:33:07,327 Epoch[0] Train-SmoothnessLoss=152.522335
2018-11-29 00:33:07,328 Epoch[0] Train-ABCVarPenalty=0.534545
2018-11-29 00:33:07,328 Epoch[0] Train-APenalty=336.950777
2018-11-29 00:33:07,328 Epoch[0] Train-BPenalty=356.990666
2018-11-29 00:33:07,328 Epoch[0] Train-CPenalty=2192.299811
2018-11-29 00:33:07,328 Epoch[0] Train-RCNNAcc=0.832344
2018-11-29 00:33:07,328 Epoch[0] Time cost=7462.885
2018-11-29 00:33:08,983 Saved checkpoint to "output/-1-1-0.yaml/2007_trainval_2012_trainval/first-0001.params"
2018-11-29 00:33:12,334 Saved optimizer state to "output/-1-1-0.yaml/2007_trainval_2012_trainval/first-0001.states"
2018-11-29 00:33:12,909 Saved checkpoint to "output/-1-1-0.yaml/2007_trainval_2012_trainval/first-0001.params"
2018-11-29 00:34:43,254 Epoch[1] Batch [100]	Speed: 4.48 samples/sec	Train-SmoothnessLoss=166.891170,	ABCVarPenalty=0.348364,	APenalty=694.964774,	BPenalty=404.585965,	CPenalty=2585.440134,	RCNNAcc=0.849416,	
2018-11-29 00:36:12,985 Epoch[1] Batch [200]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=143.653504,	ABCVarPenalty=0.312461,	APenalty=711.668211,	BPenalty=422.391567,	CPenalty=2516.911091,	RCNNAcc=0.861416,	
2018-11-29 00:37:43,154 Epoch[1] Batch [300]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=123.436112,	ABCVarPenalty=0.279169,	APenalty=713.946840,	BPenalty=431.660942,	CPenalty=2403.189466,	RCNNAcc=0.855767,	
2018-11-29 00:39:13,262 Epoch[1] Batch [400]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=127.901298,	ABCVarPenalty=0.290730,	APenalty=705.232580,	BPenalty=431.532303,	CPenalty=2416.884815,	RCNNAcc=0.854115,	
2018-11-29 00:40:43,161 Epoch[1] Batch [500]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=117.072242,	ABCVarPenalty=0.266945,	APenalty=698.076261,	BPenalty=419.584721,	CPenalty=2343.312327,	RCNNAcc=0.857371,	
2018-11-29 00:42:13,334 Epoch[1] Batch [600]	Speed: 4.44 samples/sec	Train-SmoothnessLoss=111.393775,	ABCVarPenalty=0.249143,	APenalty=696.087488,	BPenalty=408.190535,	CPenalty=2283.895445,	RCNNAcc=0.855911,	
2018-11-29 00:43:44,039 Epoch[1] Batch [700]	Speed: 4.41 samples/sec	Train-SmoothnessLoss=105.385337,	ABCVarPenalty=0.235083,	APenalty=710.381865,	BPenalty=394.526344,	CPenalty=2272.438802,	RCNNAcc=0.856508,	
2018-11-29 00:45:13,427 Epoch[1] Batch [800]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=108.750140,	ABCVarPenalty=0.227842,	APenalty=725.395558,	BPenalty=390.023538,	CPenalty=2279.255324,	RCNNAcc=0.855900,	
2018-11-29 00:46:43,359 Epoch[1] Batch [900]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=109.787159,	ABCVarPenalty=0.216055,	APenalty=746.308653,	BPenalty=389.678655,	CPenalty=2279.458353,	RCNNAcc=0.854595,	
2018-11-29 00:48:13,175 Epoch[1] Batch [1000]	Speed: 4.45 samples/sec	Train-SmoothnessLoss=105.459923,	ABCVarPenalty=0.208072,	APenalty=749.736189,	BPenalty=392.486815,	CPenalty=2257.555070,	RCNNAcc=0.853293,	
2018-11-29 00:49:43,534 Epoch[1] Batch [1100]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=103.164014,	ABCVarPenalty=0.208176,	APenalty=746.559490,	BPenalty=392.541541,	CPenalty=2256.671348,	RCNNAcc=0.853248,	
2018-11-29 00:51:13,050 Epoch[1] Batch [1200]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=109.322458,	ABCVarPenalty=0.224285,	APenalty=742.650517,	BPenalty=405.305043,	CPenalty=2286.817356,	RCNNAcc=0.853607,	
2018-11-29 00:52:42,558 Epoch[1] Batch [1300]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=124.181483,	ABCVarPenalty=0.243477,	APenalty=746.932273,	BPenalty=406.527314,	CPenalty=2349.982451,	RCNNAcc=0.852977,	
2018-11-29 00:54:13,090 Epoch[1] Batch [1400]	Speed: 4.42 samples/sec	Train-SmoothnessLoss=129.455568,	ABCVarPenalty=0.254423,	APenalty=745.570988,	BPenalty=407.396767,	CPenalty=2374.978044,	RCNNAcc=0.853132,	
2018-11-29 00:55:43,469 Epoch[1] Batch [1500]	Speed: 4.43 samples/sec	Train-SmoothnessLoss=126.835860,	ABCVarPenalty=0.251223,	APenalty=742.769869,	BPenalty=405.451904,	CPenalty=2363.093259,	RCNNAcc=0.853752,	
2018-11-29 00:57:13,244 Epoch[1] Batch [1600]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=132.312744,	ABCVarPenalty=0.252667,	APenalty=751.971819,	BPenalty=402.861575,	CPenalty=2378.790338,	RCNNAcc=0.853544,	
2018-11-29 00:58:42,882 Epoch[1] Batch [1700]	Speed: 4.46 samples/sec	Train-SmoothnessLoss=131.823511,	ABCVarPenalty=0.250615,	APenalty=752.405844,	BPenalty=398.238854,	CPenalty=2369.787001,	RCNNAcc=0.854039,	
2018-11-29 01:00:12,406 Epoch[1] Batch [1800]	Speed: 4.47 samples/sec	Train-SmoothnessLoss=129.908393,	ABCVarPenalty=0.246976,	APenalty=754.006842,	BPenalty=396.239134,	CPenalty=2359.575376,	RCNNAcc=0.855064,	
